country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
TTO,GDP-PPP,5967.143606,6804.755782,6991.373703,7383.21204,7946.588018,8001.72544,8326.341164,8496.408158,8939.507875,9183.61764,9508.133229,9607.049746,10162.37054,10330.70216,10724.05439,10882.5522,11579.59549,12635.86191,13901.53056,14401.89773,15898.37158,16626.07321,17257.75061,15480.14561,14589.89696,13988.87789,13530.15978,12912.94385,12406.79209,12303.82636,12489.51175,12878.23629,14178.03404,14083.16672,14585.53871,15141.23507,16221.48308,17441.80167,18858.872,20372.26209,21778.22516,22686.0557,24486.58208,28022.68683,30250.50487,32128.73992,36372.32272,38101.53922,39393.84325,37663.77232,38915.4241,38800.87484,41690.24632,43162.71482,44826.05081,44477.5378,41129.65901,39155.09986,38919.21548,39059.81149,35514.00236,35145.56347,35666.50645,36416.57125,41579.7308,37276.9397,38136.83373,38465.37255,39316.25251,40452.26147,NA
TUN,GDP-PPP,9716.693558,10429.96334,10931.73942,12246.2514,12846.96924,13181.33924,13636.7371,13658.82213,15080.66845,15796.67074,16534.3171,18280.37364,21523.80883,21382.90461,23109.52762,24763.2685,26713.83468,27625.06918,29404.25445,31335.38509,33660.07571,35516.1168,35340.76037,36995.38558,39122.19231,41332.038,40733.96819,43463.70256,43495.06557,44254.7935,47772.96968,49638.28692,53512.91702,54684.75832,56422.86487,57749.74437,61876.58786,65243.25805,68364.34055,72503.55148,75918.44912,78800.51969,79842.70159,83597.22442,88810.17238,91906.57949,96726.25227,103216.1205,107590.1941,110864.648,114158.5838,111822.1756,116537.3557,119369.133,123058.0307,124248.8672,125637.2561,128448.8153,131820.5069,133913.6145,122105.2116,127484.5266,130592.4286,131146.678,143861.406,133609.8557,136030.3988,138305.1593,140296.6061,142123.016,NA
TUR,GDP-PPP,163858.351,165752.6672,174987.4587,190852.3564,201271.0949,206954.0438,230159.4179,241052.0507,257389.1648,267893.9719,276556.8728,291955.2707,313635.8881,323865.9941,341983.6827,366514.6432,404863.2082,418648.0507,424946.6501,422292.883,411964.4891,431966.0251,447356.2331,469585.6245,501103.1958,522357.9017,559002.8132,612020.1947,624997.1779,626569.9289,684560.902,690903.4699,732249.0873,791136.7056,747974.9542,801763.4678,857929.5606,922521.3692,951044.4699,920010.2867,983796.8059,927228.4249,987013.5372,1043897.161,1146156.662,1249222.563,1336018.399,1403400.593,1414838.652,1346598.806,1460078.093,1623608.454,1701354.825,1845728.682,1936902.424,2054752.996,2123034.169,2282304.14,2351073.853,2370317.734,2414402.633,2690595.704,2839477.877,2967733.391,3611351.249,3059786.036,3157300.69,3260908.923,3373233.355,3489748.627,NA
TUV,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.28454216,21.01664847,21.60275842,22.49080975,24.80362447,23.56233898,22.15770066,24.37420255,28.15248817,27.71221963,27.44327552,27.44327552,30.05692081,28.75009817,28.09668685,26.7898642,27.44327552,29.40350949,31.36374346,29.40350949,28.75009817,30.71033214,30.05692081,31.36374346,31.36374346,34.63080007,36.59103404,37.4869263,38.00697637,43.26033806,41.410988,42.1580985,42.44364266,43.74960089,50.93237119,45.70853825,47.01449648,47.6674756,48.97343383,49.62641295,NA
TWN,GDP-PPP,19579.15987,21023.47243,22441.7938,24403.8645,27058.28197,30598.53213,34322.52623,37601.36528,41970.49367,46121.42162,50494.22117,56481.23174,64513.11449,74281.07598,84247.56264,85844.26599,90773.25366,104879.5536,117683.5207,136034.5864,147879.7547,158379.2225,165997.5267,180975.9471,199162.04810000001,208736.4271,232766.1694,262445.7863,283503.974,308230.9998,325310.2215,352544.4926,381841.6815,407860.2134,438461.5783,466955.1451,495797.2906,525799.6422,547908.6087,584793.9714,621719.991,613006.406,646607.6278,673924.4105,720773.1988,759575.3661,803407.4043,858445.2707,865305.2113,851348.1957,938572.5461,973056.1826,994672.7265,1019376.556,1067483.316,1083130.15,1106580.924,1143223.984,1175083.005,1211086.962,1252102.068,1334996.668,1369551.911,1388676.149,1611870.019,1431333.609,1470404.176,1507395.877,1543773.247,1579703.076,NA
TZA,GDP-PPP,10561.37299,10096.43066,10778.72408,11212.79626,11958.09,12183.00113,13749.18899,14299.18175,15043.84548,15316.00685,16207.46132,16887.23473,18017.4604,18567.45316,19033.0255,20156.32113,21446.56761,21530.98803,21790.54933,22523.87301,23267.16082,23383.49675,23523.79785,24088.3682,24907.37335,26053.11233,27772.61762,29411.2022,30705.29475,31861.1782,34105.82103,34812.48962,35015.9067,35438.12879,35993.67878,37278.62139,38972.69869,40346.59473,41842.85288,43878.03223,45861.66357,48645.83725,52096.38133,55572.66337,59742.73303,64209.29049,68403.58349,73033.50412,77186.49361,81253.5312,86402.18024,93031.08981,97217.63171,103810.5286,110799.5329,117625.4808,125702.9592,134159.3366,141541.6903,149751.1083,152734.0974,159334.3247,166596.8267,174964.7434,251227.41,184592.8663,195665.7896,207989.0177,221500.7957,235890.5484,NA
UE,GDP-PPP,3968140.653,4212257.584,4455712.662,4671666.294,4969103.492,5244430.743,5490204.884,5684356.927,6002261.7,6413691.679,6777549.467,7059113.679,7423537.828,7904197.012,8214192.379,8247435.452,8681216.714,8980783.456,9281545.562,9613442.465,9789175.998,9804622.501,9879672.737,10051982.57,10295100.32,10521345.28,10803035.85,11067730.08,11488223.63,11886558.39,12143034.11,12252458.47,12347979.03,12272272.93,12601947.21,12953674.55,13215163.62,13554130.53,13956697.75,14354928.51,14915234.5,15252855.18,15445202.7,15613652.83,16046068.28,16379830.44,16979674.83,17545724.24,17699341.67,16942112.14,17289794.1,17615871.75,17492408.44,17474568.93,17768761.98,18193731.29,18562315.4,19119967.01,19553167.26,19934826.93,18804298.22,19943041.63,20656166.54,20767789.25,22776009.81,20994188.46,21363153.53,21731976.18,22080913.05,22431217.46,NA
UGA,GDP-PPP,8640.240473,8469.854316,8535.515323,9620.168665,10175.37819,10668.6669,11163.6179,11486.52045,11784.07286,13083.16342,13279.73086,13644.60658,13644.60658,13644.60658,13644.60658,13460.09084,13460.09084,13644.60658,13095.21512,11461.17031,11071.49052,11498.78058,12442.20154,13156.95098,13111.60204,12678.08265,12727.5382,13231.79089,14325.67277,15237.06366,16223.53251,17124.603,17709.98305,19184.56804,20413.0779,22765.32664,24830.62315,26096.9854,27377.11181,29582.05027,30511.49087,32093.10316,34895.69302,37154.58149,39683.78055,42196.7818,46747.59685,50680.20383,55093.81704,58841.03256,62158.26146,67995.95124,70605.26568,73137.81007,76872.45143,80860.48648,84726.42657,87379.55457,92887.89509,98868.70982,101786.6284,105386.3943,110221.5452,115474.4996,169815.1162,121976.3488,129955.9497,138653.4866,148427.5037,158718.8554,NA
UKR,GDP-PPP,275431.2846,290855.5175,301907.7367,298586.3195,331430.5498,352310.9925,370279.131,387311.7869,410549.6215,422455.9807,454984.5264,477418.1923,499853.0583,544560.5337,574419.4313,596854.2973,634137.141,663996.0386,693693.3654,716128.2314,728302.3611,743596.223,765089.0064,789570.7225,800624.2275,809430.483,843426.8808,854390.729,876319.8411,910258.7583,852500.8344,778335.669,701277.5924,601699.1516,463908.0818,407311.2958,366580.1663,355582.7613,348826.6888,348129.0354,368668.6485,401111.4896,422529.4281,462739.9053,517321.7084,533208.9491,573583.0102,620703.6783,634629.7731,538572.4489,560607.1417,591135.8022,592038.5172,592307.748,532607.1391,480555.6821,492285.9595,503903.7717,521481.7611,538165.9632,517970.2524,535816.7925,379894.6556,398899.5805,522640.0758,411673.1017,438289.8998,460178.7289,480896.0879,501573.0088,NA
URY,GDP-PPP,22508.18239,23069.31992,22706.0822,22744.78673,23299.87798,23543.50245,24264.60601,23377.28962,23818.86599,25215.7807,25804.11867,25739.16673,25399.52044,25469.41982,26206.8473,27804.65632,28898.90028,29319.51255,30895.13886,32810.36458,34727.60572,35269.20351,31827.67997,28557.57707,28231.27321,28645.29501,31168.89058,33660.26277,34158.75021,34535.82901,34638.52073,35864.31165,38708.92124,39737.62867,42631.06157,42013.93476,44357.4543,48148.98897,50324.78886,49559.37604,48602.91446,46734.55526,43121.03608,43468.28284,45643.50542,49048.57124,51058.86487,54398.88605,58302.62881,60776.69748,65519.35216,68901.54827,71339.40819,74647.8008,77065.48723,77351.20078,78658.27995,80027.23017,80152.07265,80748.75004,75691.47454,79685.37975,83607.39411,83914.65065,98157.40351,86841.62876,89359.32785,91684.61289,93885.03446,96044.41379,NA
USA,GDP-PPP,3543546.599,3625042.666,3846171.602,4015405.858,4248301.55,4520187.437,4813997.622,4934350.638,5171202.748,5331509.439,5316391.001,5491445.001,5780048.001,6106371.001,6073363.001,6060875.001,6387437.001,6682804.001,7052711.001,7275999.001,7257316.001,7441485.002,7307314.001,7642266.002,8195295.001,8537004.001,8832611.001,9137745.001,9519427.001,9869003.002,10055129,10044238,10398046,10684179,11114647,11413012,11843599,12370299,12924876,13543774,14096033,14230726,14472712,14877312,15449757,15987957,16433148,16762445,16781485.01,16349110,16789750.01,17052410.01,17442759,17812167,18261714.01,18799622,19141672,19612102,20193896.01,20692087,20234074.01,21407692.01,21822037,22374336.67,25443905.84,22983987.31,23416287.05,23891278.77,24397710.47,24915317.16,NA
UZB,GDP-PPP,20574.54227,21726.72268,22552.31645,22304.20869,24757.65186,26317.40769,27659.61623,28931.94482,30667.79633,31557.19381,33987.05554,35662.83616,37338.70642,40678.32647,42908.76719,44584.63745,47369.64222,49600.08294,51818.45442,53494.32467,54403.72444,55546.16622,57151.66352,58980.43218,59806.12199,60463.9437,63003.45304,63822.44555,69654.91225,71808.15035,72957.08076,72598.13192,64467.14115,62984.3969,59709.20826,59171.82538,60177.74642,63306.98923,66029.18977,68868.44493,71509.54979,74487.09178,77446.82758,80724.8632,86738.05875,92766.36008,99678.76977,109121.3449,118974.0869,128552.6113,138318.9691,148727.665,159290.9654,170913.711,182662.0433,195848.0025,207466.0014,216584.7019,229320.2293,243036.9999,247885.6977,266237.5871,281331.2606,298180.0815,409558.1254,313679.393,330611.5726,348768.99,367968.6274,388202.9707,NA
VCT,GDP-PPP,274.4647587,286.8905559,297.4890442,278.8503485,289.083391,291.6415912,291.6415912,263.8661902,281.0431029,289.0833106,320.1478837,329.650035,414.8035472,368.7548157,336.2284596,310.6458131,342.8809709,388.24210420000003,426.2023744,440.6174634,451.3805153,472.2067793,493.3467646,504.0454633,537.2436062,570.441749,602.3850067,605.0234829,690.17869,699.8799162,728.9192414,737.1966674,784.2146331,817.5494859,807.3495476,870.0535631,881.2590874,912.1485479,949.4572017,975.1904419,991.1741243,1008.502138,1062.377604,1133.464866,1180.103531,1209.471084,1294.096884,1337.099317,1342.509766,1324.007383,1264.818057,1257.149761,1271.847252,1303.166289,1318.097019,1354.807312,1411.027494,1432.871635,1478.37407,1488.156877,1432.506327,1443.898963,1514.793355,1609.044426,1960.791887,1694.671216,1760.585364,1809.86697,1859.148575,1909.046201,NA
VEN,GDP-PPP,99058.08788,102220.5366,110942.9473,115270.7775,128099.6603,133432.2784,135447.4395,139285.8425,149505.5689,150561.1332,162172.2789,164571.2791,166682.4078,178533.4568,182227.9089,187505.6989,201995.6515,214662.3615,219700.2647,221379.555,211591.6512,210823.9736,206457.7963,198685.0379,201550.4032,201940.0005,215086.9912,222790.6543,235760.1191,215555.7551,229497.7738,251827.6501,267089.5975,267825.1306,261532.558,271867.4426,271329.5875,288615.8094,289464.499,272182.1423,282217.3459,291796.469,265956.0027,245330.3167,290192.9068,320134.7608,351738.9417,382528.6871,402717.9932,389821.7442,384018.1122,400056.342,422563.3397,428238.7627,411561.4903,411968.4119,406916.0972,416553.4433,421926.5864,421976.3762,389115.0506,405595.0506,417549.2381,427088.802,486727.6691,440878.6485,444613.4025,453462.6529,463408.1367,474808.965,NA
VNM,GDP-PPP,41248.17916,42310.92131,46624.81544,47403.89334,51977.4801,56291.37422,55706.06699,55620.16865,53690.45264,55879.86128,84383.12517,75538.59345,68294.16786,69115.19611,73137.43543,76338.64652,81160.93891,82783.01904,85183.17824,83583.07211,80657.66458,85333.58099,92288.50639,98834.57299,107133.973,111211.3374,114313.3459,118409.7299,124490.0833,133658.1716,140475.9655,148849.5186,161719.1186,174774.2675,190222.5317,208370.6746,227832.5321,246405.6318,260609.5747,273049.9991,291582.7665,309640.1762,329210.4743,351925.8256,378447.8532,407008.8376,435410.8209,466453.4715,492863.2629,519466.35,552831.6656,588285.8207,620669.0699,655138.041,697214.1295,745927.7396,795832.3,851064.9603,914596.8609,981904.2612,1010038.125,1035911.677,1118988.257,1175457.224,1704119.525,1243804.184,1324651.456,1410753.801,1502452.798,1600112.23,NA
VUT,GDP-PPP,132.8291046,167.3281909,175.9233424,183.963968,187.7070178,177.0323942,175.9233424,176.0619739,189.6478585,197.965747,211.4130001,239.4165582,243.4368709,261.3203313,233.5940362,224.4443588,245.6549746,243.159608,258.6863332,286.6126988,253.9394051,265.0567623,270.3045764,278.439742,305.1003236,308.1562795,307.6926173,298.7881938,293.7300597,298.2296914,333.1097409,343.5948313,352.4781792,355.0704729,387.3160775,391.2045181,400.3091594,419.95158,424.8937985,426.3269364,451.5859934,436.2429867,413.5656857,431.3007683,448.498424,472.2927296,512.2519886,526.9838041,556.5001239,573.4027219,580.6211007,598.8514588,604.9001441,607.7031934,626.7660362,629.063272,658.5585163,700.1616688,720.4679695,743.8196884,706.6845542,711.2684882,724.4196367,740.4506215,880.4014412,762.4353568,789.2326173,813.8227914,838.0899772,858.9873186,NA
WLD,GDP-PPP,15425632.47,16071824.24,16910170.97,17671124.24,18950114.28,20004353.94,21079246.55,21889547.63,23236821.86,24610990.35,25958347,27155136.31,28635882.76,30609811.27,31558336.01,32045660.42,33909758.72,35389207.78,36790869.29,38247664.89,39060106.95,39805802.24,40093519.35,41111619.69,42751391.35,44107128.4,45624507.1,47215265.94,49201485.32,50962046.2,52159789.76,52776970.88,53638173.99,54501090.62,56025393.28,57751563.99,59909850.36,62292180.63,63870623.75,66075555.14,69205585.56,70843534.09,72712757.43,75372486.61,79209785.64,82817348.29,87080851.83,91538844.39,94019338.96,93342469.47,98022516.15,101750025.9,104806914.9,108200553.3,111861662,115592046.2,119316040,123826995.2,128269855.8,131894422,128067313,136098239.9,140643365.6,145001906.5,174282784.3,149490549.5,154266785.5,159106827.6,164069764.9,169107749.5,NA
WSM,GDP-PPP,321.9926194,339.7247304,357.1753794,373.50018,381.0996561,359.427076,357.1753794,357.4568414,385.0401253,401.92785,429.2296718,486.0850119,494.2474122,530.5560205,474.2636046,455.6871073,498.7508055,493.6844881,525.208241,581.906858,546.0972052,496.5056752,491.7826723,493.9024326,500.2617133,519.869453,548.4860744,551.1357888,543.1867588,563.3243959,538.4172842,526.0336201,524.9816204,546.5058197,532.6130926,568.1577898,608.9456603,612.8637689,626.3154529,640.003166,672.5988133,722.3047336,763.1291025,802.90819080000006,827.6960561,882.6484827,901.4676706,905.8486461,938.0615721,932.9803027,990.1227332,1028.233329,989.8583222,990.9203736,997.4596927,1035.8655,1118.567581,1134.2978,1127.382586,1177.572069,1140.9679,1060.200711,1003.943378,1084.022373,1289.325569,1142.066208,1181.299542,1213.008674,1239.343377,1264.065752,NA
YEM,GDP-PPP,5564.70732,5990.328344,6818.563853,6840.132485,7244.184877,7566.276464,7554.773193,7628.106545,8321.17862,9234.250751,9224.185389,11037.38847,11970.59133,13266.14722,14167.71608,15620.00403,17815.69088,19607.32532,24687.45736,26221.70612,27375.46119,33206.43442,35597.2977,36772.00852,37838.39677,39124.90226,40416.02404,41911.41692,44132.72202,45544.96913,46137.01783,49040.64822,53065.70755,55189.37932,58899.18132,62238.39462,65123.12387,68529.78744,72646.16248,75388.9405,80049.42117,83094.21767,86364.1675,89600.57675,93160.13564,98369.41573,101488.1289,104876.237,108701.6706,112904.3266,121600.5645,106139.1781,108679.0783,113921.2343,113706.2761,81874.72003,74198.86366,70435.64892,70965.64027,72455.83639,66297.04508,65634.11205,66618.5333,65286.11898,83601.59288,64633.47607,65602.92988,70195.12873,74757.70452,79243.26034,NA
YUG,GDP-PPP,77850.63407,81975.746953,84896.661614,93515.088366,102775.80905,104248.61291,109408.36503,113057.99932,119714.42525,133137.84715,139477.37882,151804.15449,157181.75427,161285.19214,185154.60163,186371.96949,196301.87211,212673.37103,232210.52028,244472.81962,250782.99397,253841.36666,255448.61053,252535.37815,256837.45798,255343.25346,264405.60656,261946.17778,255023.61552,256410.26802,233128.21568,205653.4926,194901.6076,191720.17078,199053.95177,210391.43373,227679.4402,245409.28607,255132.89964,251918.57252,264689.92922,275574.41709,288778.43191,301124.2527,318313.86575,332881.87847,350603.94587,371990.14401,387499.29955,369368.19144,371876.11739,376756.13728,371216.63285,376140.41196,378041.80917,388380.55143,401616.15686,414409.54728,430161.94942,446284.58587,424667.13209,464770.00428,482987.72194,494501.95406,597815.9132,509038.85989,526124.5126,543368.32378,561012.15075,579187.46342,NA
ZAF,GDP-PPP,147047.1589,152700.6805,162134.56,174089.7516,187911.8584,199417.3613,208268.2198,223256.3933,232529.0173,243494.9003,256275.0208,267240.9038,271663.2335,284083.5918,301444.1979,306555.0001,313452.0918,313157.4817,322597.5851,334825.6627,356993.1352,376130.7299,374688.653,367769.8618,386522.8929,381840.0533,381908.2804,389931.135,406308.6317,416038.8492,414716.8656,410493.9572,401721.5659,406677.0092,419690.6734,432701.0857,451307.232,463041.2201,465356.4256,476524.9795,496539.0287,509945.5827,528815.4775,544410.6463,569206.1554,599243.459,632823.9034,666746.2655,688022.431,677440.0313,698032.4397,720149.9756,737406.41,755734.3565,766419.117,776550.2635,781710.8677,790762.4741,803073.0375,805160.5107,757145.9058,792754.9467,807899.7857,812760.6107,877084.5094,819900.9574,829845.5182,841254.7205,853032.4545,864974.9563,NA
ZMB,GDP-PPP,9640.074674,9771.312915,9527.925195,9839.716344,11041.54402,12879.6802,12162.24211,13125.45477,13289.30376,13231.24069,13865.95825,13854.02804,15129.8268,14984.27049,15947.48315,15585.5823,16555.15752,15799.54103,15887.03318,15406.62025,15874.30706,16853.42756,16379.37728,16057.24582,16003.15941,16261.6601,16379.37728,16817.634,17873.90738,17690.96762,17605.86132,17599.49973,17294.86609,18470.44553,16877.28798,17366.3359,18446.26957,19149.81168,19075.94202,19963.00951,20741.03246,21843.80584,22828.09085,24413.49582,26130.34931,28021.0366,30235.73372,32761.1541,35307.97209,38563.49013,42534.84446,44901.73941,48313.19092,50756.50094,53141.03748,54692.95511,56758.53254,58747.54229,61117.70829,61998.6015,60271.90631,64029.81269,67391.13601,70309.46718,93474.54123,73624.20136,77192.70346,80875.83867,84863.05785,89087.85633,NA
ZWE,GDP-PPP,7102.869836,7551.498265,7659.82231,8138.128004,8048.106322,8443.314264,8571.916918,9289.129972,9472.13837,10649.35807,13052.40178,14216.36101,15400.55186,15801.6923,16848.57869,16523.19502,16600.00126,15461.12444,15042.60379,15538.56376,17779.33092,20006.26766,20533.2922,20858.8076,20460.95502,21881.84308,22341.14934,22598.23726,24304.94077,25568.74092,27355.62592,28868.87961,26266.18554,26542.36362,28993.60367,29039.42101,32048.10737,32907.18707,33856.62911,33579.74248,32552.47444,33021.10487,30084.2,24971.36773,23521.14605,22177.83371,21410.14907,20627.96634,16983.22204,19024.5306,23105.6845,26483.78346,30653.62261,31633.53643,32103.14976,32752.80515,33047.89331,34396.33458,36119.54512,33832.29427,31187.64054,33828.61521,36035.04445,37950.03641,45597.5113,39161.85332,40423.64206,41692.56963,42968.63603,44267.90365,NA
